GeneSymbol,Combined T/B,FDR,Affy T/B,Agilent T/B,Illum T/B,Nimbl T/B,AffyT.1,AffyT.2,AffyT.3,AffyB.1,AffyB.2,AffyB.3,AgilT.1,AgilT.2,AgilT.3,AgilB.1,AgilB.2,IllumT.1,IllumT.2,IllumT.3,IllumB.1,IllumB.2,IllumB.3,NimbT.1,NimbT.2,NimbT.3,NimbB.1,NimbB.2,NimbB.3
Pbx4,0.660,0.000766666666667,0.830,0.546,0.794,0.472,26.3,22.3,30.4,30.9,29.6,34.6,54.7,75.6,48.8,131.0,87.9,46.9,54.6,49.8,64.8,63.7,62.0,244.6,287.8,324.4,723.0,448.8,645.1
Mtrf1,0.661,0.000933333333333,0.821,0.502,0.615,0.703,7.1,6.7,5.8,8.3,8.7,7.0,42.6,44.2,52.7,85.2,99.9,45.2,60.5,45.4,77.1,81.6,86.8,257.9,165.4,194.8,331.3,254.6,292.6
Cryzl1,0.661,0.0009,0.691,0.546,0.581,0.824,47.7,38.5,35.7,59.7,55.6,61.1,192.8,235.1,237.7,425.4,387.2,157.5,173.7,150.5,291.4,265.0,272.6,1564.6,1438.7,1103.9,1923.0,1243.3,1816.3
4933439c20Rik,0.661,0.000366666666667,,0.650,0.628,0.705,,,,,,,1431.6,1814.4,1733.5,2022.0,3084.0,570.9,671.4,998.6,961.7,1076.8,1527.2,4340.9,5477.9,6248.1,7232.6,6685.9,8868.3
Id3,0.662,<0.00003,0.837,0.549,,0.601,34.5,41.4,37.2,47.4,42.1,45.7,683.6,571.0,682.2,1267.9,1082.7,,,,,,,2175.2,2368.4,2409.7,4455.1,3781.2,3342.5
Tmem57,0.662,<0.00003,0.625,0.621,,0.742,60.4,72.9,57.3,97.9,102.1,105.2,331.6,363.0,332.0,470.2,632.0,,,,,,,530.1,429.1,480.3,582.6,670.8,687.7
Hist1h4m,0.663,0.000433333333333,0.751,,0.778,0.459,186.3,191.9,191.4,278.8,252.0,227.7,,,,,,124.4,133.9,181.6,154.7,174.6,235.8,337.0,598.1,856.0,991.7,1572.0,1336.4
Cdc14a,0.663,0.0028,0.509,0.715,0.580,0.848,42.6,42.4,35.5,88.9,68.0,79.9,123.8,92.0,132.6,151.1,173.5,55.0,60.5,73.6,125.5,105.7,94.7,928.5,568.6,508.5,897.1,623.6,845.0
Sfi1,0.663,<0.00003,0.769,0.611,,0.611,81.3,88.5,89.4,111.3,117.9,108.0,310.0,474.8,394.0,627.4,659.2,,,,,,,1068.0,1185.5,1310.0,1999.5,2115.6,1719.8
Glt8d3,0.663,0.000233333333333,0.574,0.809,,0.607,36.2,46.8,66.4,80.0,96.3,84.0,290.0,214.7,243.0,278.6,337.8,,,,,,,856.2,658.0,670.4,1139.8,1095.1,1362.4
Ddx54,0.663,0.000633333333333,0.677,0.577,0.694,0.706,140.0,135.1,144.2,201.8,198.1,219.8,2662.0,3219.0,2808.0,4900.0,5136.0,1831.1,1850.9,1844.1,2446.0,2552.8,2959.5,364.2,332.6,413.8,599.6,541.2,433.0
Zfp106,0.664,0.0019,0.594,0.735,0.661,,91.0,98.4,99.6,172.0,157.7,156.3,207.4,142.2,252.7,244.0,302.4,226.9,220.4,211.8,353.4,330.9,312.2,765.1,596.4,544.8,268.1,453.2,823.5
Siva,0.664,<0.00003,,0.659,0.682,0.653,,,,,,,234.0,278.6,218.7,352.8,387.2,332.5,287.2,280.8,457.9,400.4,463.0,237.1,304.3,226.9,418.8,443.0,315.4
4931406c07Rik,0.664,0.004133333333333,,0.525,0.641,0.827,,,,,,,28.1,54.5,45.3,81.5,81.0,31.4,31.6,42.0,46.2,58.7,59.0,118.0,240.0,132.4,174.7,251.4,166.6
Serinc5,0.665,0.000466666666667,0.634,0.540,,0.820,61.8,80.8,70.9,103.4,104.7,128.7,232.6,287.8,265.0,439.6,529.6,,,,,,,988.9,752.5,767.6,945.7,950.5,1162.8
Clec2i,0.665,0.000233333333333,0.589,0.610,,0.796,161.2,161.1,129.9,239.9,247.2,280.2,205.2,184.4,173.3,269.0,346.3,,,,,,,4088.5,3151.8,2839.7,4238.2,3942.5,4477.6
Wdr40a,0.665,0.001466666666667,0.667,0.540,0.769,0.684,161.7,153.6,126.9,257.8,211.2,193.7,239.0,262.6,231.6,466.8,437.6,57.2,50.2,55.2,63.5,85.0,62.8,1784.2,1395.1,1084.4,2292.7,1722.6,2220.6
Lrrc61,0.665,<0.00003,0.791,0.564,,0.642,51.7,47.2,52.7,57.7,61.4,72.6,81.1,74.8,111.4,161.8,154.3,,,,,,,159.1,168.7,105.9,226.6,275.1,174.3
1810042k04Rik,0.666,<0.00003,,0.605,0.852,0.539,,,,,,,471.8,490.4,457.8,793.8,770.2,140.1,140.8,165.7,171.7,181.2,170.9,770.0,902.2,1114.2,1583.6,2136.2,1447.4
Pou2f1,0.666,<0.00003,0.635,0.638,0.724,,99.7,103.8,97.6,159.5,154.8,159.9,555.4,648.2,497.6,840.3,936.8,236.2,282.6,275.0,360.2,351.3,385.0,1037.5,1098.1,1292.2,1306.0,1139.8,1379.9
Hist1h2bg,0.666,0.000533333333333,0.573,,0.955,0.469,17.2,14.8,17.3,27.2,29.4,29.4,,,,,,53.7,52.8,48.0,52.7,55.7,53.3,141.6,81.1,140.9,381.6,212.9,179.8
D4ertd22e,0.666,3.33333333333333E-05,0.968,0.180,0.752,0.766,158.3,151.0,156.7,161.3,150.0,170.0,249.6,271.2,192.0,1757.5,884.6,261.1,254.9,260.3,395.0,303.8,334.0,584.8,523.6,595.4,729.3,810.7,684.9
4732479n06Rik,0.667,0.0006,,0.678,0.890,0.432,,,,,,,155.8,137.7,148.2,209.7,224.8,69.4,47.5,57.6,60.6,63.5,71.9,711.0,695.9,893.4,2281.0,1511.0,1537.5
Rab28,0.667,0.000533333333333,0.619,0.683,0.644,0.721,36.4,31.8,32.2,62.8,51.7,47.9,148.8,218.3,180.1,220.0,314.4,810.8,925.3,916.5,1493.5,1425.3,1203.1,288.1,348.2,386.6,579.1,439.9,398.9
Cyp20a1,0.667,3.33333333333333E-05,0.804,0.778,0.743,0.343,24.9,22.1,18.9,29.9,28.6,23.5,44.9,44.6,49.0,66.2,52.7,52.8,42.8,63.4,64.8,72.9,76.2,225.2,155.3,180.8,482.1,658.2,496.2
Epb4.1l2,0.667,0.000766666666667,0.618,0.749,0.613,0.690,77.8,78.9,77.3,129.3,120.0,129.1,1380.0,1279.8,1248.9,1517.0,1962.6,460.5,514.8,496.5,830.6,807.7,763.0,1698.1,1336.4,1511.2,2424.3,1611.4,2553.8
Tubb2b,0.668,0.003833333333333,0.934,0.568,,0.501,13.8,10.2,17.0,11.0,12.7,20.1,43.3,30.8,36.0,62.9,66.3,,,,,,,5248.2,5795.4,6390.3,12643.4,11646.8,10534.1
Man2b2,0.668,0.0029,0.714,0.619,0.806,0.532,49.4,53.7,74.0,82.1,88.1,77.9,101.7,160.8,102.7,195.7,197.9,59.2,62.3,60.9,75.9,76.5,73.9,83.8,96.6,55.0,105.8,116.7,219.6
Smarcb1,0.668,0.0009,0.693,0.638,0.743,0.599,132.4,116.7,105.8,185.9,145.5,181.2,1902.4,2020.8,1787.0,3132.0,2836.0,416.4,386.4,350.2,492.4,481.0,577.9,456.9,460.5,350.8,917.9,549.7,651.3
Sla,0.669,0.000733333333333,0.702,0.563,0.619,0.790,250.1,249.1,250.4,368.6,364.2,334.5,779.5,1018.2,873.6,1491.0,1673.3,1435.3,1651.5,1517.1,2488.7,2718.8,2228.7,5491.9,4424.1,5142.2,7168.2,5382.9,6502.0
Rcsd1,0.669,0.000166666666667,0.688,0.620,,0.699,232.4,229.4,209.1,327.8,307.0,340.9,4062.0,4956.0,4512.0,8295.0,6261.0,,,,,,,1089.1,919.3,1218.2,1711.4,1298.7,1605.0
Yif1b,0.670,0.000366666666667,0.836,0.651,,0.523,33.4,33.9,43.6,47.4,44.3,41.1,428.2,668.2,506.6,939.8,701.6,,,,,,,117.8,202.0,184.4,374.9,354.0,235.6
Grhpr,0.670,0.0008,0.675,0.503,0.748,0.753,51.7,65.2,60.4,78.1,93.5,90.9,609.2,700.2,638.2,1240.8,1338.6,210.1,224.9,261.8,303.5,288.0,340.4,884.3,1425.0,1092.5,1583.2,1529.7,1401.8
Ifi205,0.671,6.66666666666667E-05,,0.617,0.699,0.697,4.4,3.5,4.3,2.9,4.4,3.5,3625.0,4238.0,3822.0,6892.0,5741.0,3307.8,2999.3,3580.6,4338.4,4756.2,5045.4,6033.9,8643.4,8974.9,10359.4,9843.0,13738.5
Aldoc,0.671,0.001266666666667,0.716,0.608,0.776,0.584,8.5,10.8,9.2,13.1,12.9,13.8,36.5,48.2,43.1,66.6,73.4,53.4,57.6,52.7,67.2,69.7,74.0,388.2,380.7,461.2,831.8,486.4,789.2
Ai449441,0.671,0.0002,,0.862,0.785,0.366,,,,,,,846.4,774.4,752.8,1048.4,786.3,51.0,50.0,51.8,67.5,59.7,67.4,199.2,170.8,214.1,637.8,511.9,444.8
Tsen34,0.672,<0.00003,0.897,0.466,,0.654,34.5,38.3,37.4,43.1,40.4,39.3,334.4,456.1,435.4,953.2,800.7,,,,,,,759.0,670.7,632.2,1464.3,868.0,820.3
Tank,0.673,0.0007,0.628,0.692,0.722,0.649,70.9,70.0,60.0,116.2,101.1,102.4,606.2,540.3,626.6,879.1,828.6,411.6,382.3,425.7,588.3,573.1,527.5,6474.8,7468.6,4920.1,8965.7,7341.2,12748.5
Brp44l,0.673,6.66666666666667E-05,0.686,0.770,0.595,0.642,29.2,32.5,35.8,47.8,47.3,47.1,580.8,424.4,534.0,612.8,719.2,16.8,19.9,17.3,26.0,28.3,36.6,3925.0,5136.1,4819.4,7654.8,6851.8,7127.9
Cpox,0.673,0.0027,0.840,0.626,,0.554,41.1,35.9,40.4,50.9,44.1,44.9,59.3,74.3,70.1,124.6,92.4,25.4,26.0,23.2,26.8,9.5,19.1,350.2,479.8,331.4,762.2,591.1,742.9
Kcnk13,0.674,0.002233333333333,0.905,0.990,0.387,0.413,16.0,15.1,14.3,14.4,17.1,18.7,186.9,122.3,101.7,140.2,136.5,34.1,36.3,35.9,90.5,89.9,94.2,86.1,65.3,71.1,218.1,141.6,178.7
Rb1,0.674,0.0003,0.660,0.776,0.547,0.713,215.4,208.5,186.4,312.2,309.8,302.3,303.8,395.6,398.0,425.4,517.6,170.3,196.0,249.3,345.6,388.7,390.6,1084.1,825.2,960.3,1374.1,1289.4,1363.8
Mtm1,0.674,0.0023,0.665,0.795,,0.564,10.9,11.3,11.2,17.3,14.9,18.1,60.3,98.6,53.0,81.0,96.8,27.5,30.5,34.4,30.1,24.6,34.3,1043.2,1489.7,686.7,1957.9,916.4,2834.6
2700038c09Rik,0.674,<0.00003,,0.658,0.715,0.650,,,,,,,3672.0,3706.0,4272.0,5646.0,6164.0,180.2,217.6,222.1,286.3,276.9,303.6,4844.8,5687.2,5471.4,8824.7,9105.9,6676.7
Irf2,0.675,0.0009,0.778,0.628,0.760,0.532,198.7,179.9,172.4,220.6,233.1,254.9,280.9,395.6,243.0,378.2,597.3,2151.7,1909.9,2203.0,2576.7,2686.0,2977.1,183.1,218.5,251.9,391.3,457.5,379.8
1500012f01Rik,0.675,0.000466666666667,0.755,0.550,0.588,0.808,94.5,81.3,94.0,129.1,113.0,115.2,912.2,990.9,966.0,1708.8,1770.6,2274.9,2559.2,2348.5,4336.7,4226.2,3648.5,4902.3,6047.2,5565.1,6621.7,7556.2,6248.6
4933435a13Rik,0.675,0.000533333333333,,0.689,0.674,0.663,,,,,,,172.0,151.4,179.2,239.5,247.0,123.6,141.1,150.4,213.3,217.6,184.6,337.8,178.7,163.1,272.9,389.9,361.9
Mapre2,0.675,0.000433333333333,0.512,0.746,0.731,0.712,59.5,52.6,48.0,106.5,87.9,118.4,163.0,182.0,147.5,196.8,243.0,279.0,216.7,258.5,339.8,344.6,346.9,253.9,253.9,299.7,374.5,341.6,418.6
Mapk12,0.676,0.000633333333333,0.874,0.574,0.784,0.474,21.6,19.7,18.8,23.8,22.2,22.7,56.7,83.8,69.0,128.0,115.5,77.9,61.0,65.3,72.6,93.5,94.5,234.0,138.0,149.7,389.3,379.1,331.6
Lace1,0.677,0.000833333333333,0.712,0.718,0.766,0.510,26.4,25.6,30.6,39.3,38.9,37.7,31.7,35.3,39.0,35.3,63.1,100.0,100.5,109.3,120.5,144.3,139.5,159.6,154.4,180.0,396.5,301.5,270.7
Ppp1r11,0.677,0.000866666666667,0.661,0.534,0.775,0.738,87.8,78.1,75.5,133.2,108.2,123.8,114.8,128.8,109.3,241.4,199.4,1058.7,980.0,997.1,1410.5,1266.6,1238.9,5156.4,5783.1,6210.1,9610.1,6034.2,7594.8
Nubp1,0.677,0.000266666666667,0.702,0.702,0.646,0.659,67.0,73.9,64.5,93.6,104.8,94.1,1101.6,1232.8,1279.8,1602.1,1830.2,986.4,1132.9,1167.9,1651.2,1704.4,1730.4,4516.9,4983.6,5444.8,7241.8,8298.9,7139.0
Hps3,0.678,0.0006,0.580,0.694,0.660,0.777,129.3,129.0,117.3,223.5,208.3,215.9,307.2,314.4,311.6,461.4,435.2,576.7,497.0,624.3,810.7,885.1,877.0,3333.2,3005.1,3901.2,3451.1,5099.7,4635.9
Fbxl10,0.678,3.33333333333333E-05,,0.746,0.545,0.743,61.3,61.1,57.7,56.3,56.4,60.3,240.2,222.6,196.4,331.0,258.0,197.4,211.9,213.6,358.9,355.3,429.2,1961.3,1380.9,1709.2,2399.7,1945.6,2448.7
Cul1,0.678,<0.00003,,0.669,0.668,0.698,129.5,139.0,112.8,175.3,152.9,190.7,122.2,90.2,132.0,177.5,165.6,561.2,563.7,642.5,904.1,930.3,812.3,1603.3,1720.2,1764.5,2473.0,2400.1,2419.5
1110032o16Rik,0.678,0.000466666666667,0.730,0.540,0.849,0.595,37.6,37.9,39.3,51.4,51.4,54.5,987.3,1207.6,1067.4,2022.0,2005.2,83.9,87.7,80.5,92.2,113.2,91.7,1249.8,1400.1,1316.9,2190.6,2519.4,1960.4
Tmem77,0.678,3.33333333333333E-05,0.654,0.717,,0.664,97.0,113.5,106.1,159.8,144.3,180.3,124.6,120.4,124.1,169.6,173.5,,,,,,,2962.1,3230.1,2140.5,3824.0,3762.5,4956.6
Ai316787,0.679,0.000133333333333,,0.675,0.703,0.659,14.4,16.6,16.0,17.1,20.6,23.0,98.6,113.2,120.9,163.1,165.6,478.9,502.0,466.8,742.2,625.8,692.2,299.2,212.4,237.9,502.7,369.1,265.4
Dpagt1,0.679,<0.00003,0.640,0.657,0.741,,23.9,26.7,21.3,38.6,37.0,36.9,218.7,218.7,238.0,336.0,349.3,330.5,393.3,322.1,459.7,469.7,482.7,1078.4,914.3,1353.0,1421.4,1252.8,1242.0
Icmt,0.679,0.001,0.831,0.589,0.588,0.709,47.3,49.9,45.3,54.7,54.6,62.3,200.5,243.0,245.6,384.4,395.0,523.0,629.1,576.2,983.2,959.1,997.1,330.8,592.9,574.7,767.9,693.9,651.5
Pcmtd1,0.680,0.002133333333333,0.685,0.650,,0.703,56.8,62.5,61.6,85.9,79.0,99.3,1076.9,1175.6,1240.6,1697.6,1882.9,,,,,,,3521.7,4791.3,2870.4,5222.3,2738.6,7942.9
Ankfy1,0.680,<0.00003,0.715,,0.659,0.665,131.0,120.9,138.2,184.4,184.5,176.5,403.0,436.0,455.8,532.4,541.0,424.4,507.1,467.8,748.8,655.7,718.8,592.4,543.5,698.7,971.0,953.3,833.0
Noxo1,0.680,<0.00003,,0.588,0.753,0.698,9.8,11.4,9.8,11.2,9.5,9.7,46.9,60.6,49.9,85.2,93.1,43.1,48.9,53.5,63.8,56.9,72.5,203.3,144.1,202.4,267.2,262.8,257.1
Sdccag8,0.680,<0.00003,0.718,0.657,,0.665,43.1,42.0,35.2,59.8,58.1,49.6,34.9,30.1,27.8,39.0,55.2,25.3,25.2,24.3,24.2,28.4,27.5,4441.3,5366.2,5175.9,7041.7,7980.1,7520.9
Ifitm3,0.680,0.0104,0.694,1.097,0.604,0.325,4.8,4.3,4.9,5.6,7.8,6.7,66.1,44.2,37.7,51.6,38.4,41.3,40.3,29.3,65.6,63.2,55.0,77.1,115.1,143.7,445.8,343.1,244.2
Acd,0.680,<0.00003,0.733,0.850,,0.458,38.8,36.7,41.2,52.9,55.3,51.1,60.1,62.6,49.7,67.8,67.3,,,,,,,672.6,870.6,599.7,1602.9,1465.2,1605.7
Gpr137,0.682,0.0006,0.792,0.697,,0.555,20.8,20.4,28.3,34.9,26.6,26.3,40.7,37.4,45.4,68.9,49.2,,,,,,,220.8,188.3,160.4,370.6,358.7,296.1
4933439c10Rik,0.682,<0.00003,,0.594,0.777,0.674,,,,,,,89.6,99.4,113.2,169.6,169.7,51.3,63.9,62.7,68.6,79.9,80.5,146.0,126.8,139.2,205.1,249.8,156.1
3110031b13Rik,0.682,<0.00003,,0.710,0.673,0.663,,,,,,,102.4,117.9,98.5,142.9,156.7,220.0,224.2,234.7,372.7,336.5,299.3,2256.2,2547.8,2379.9,3520.5,4000.0,3320.1
Nxt2,0.682,0.001066666666667,0.828,0.526,0.732,0.642,22.3,23.0,21.5,24.4,29.1,27.1,4.9,3.2,5.0,6.7,9.9,186.7,184.5,205.5,269.5,275.3,242.7,301.5,245.4,240.2,380.8,373.3,472.5
1600002h07Rik,0.683,0.000733333333333,,0.580,0.768,0.701,,,,,,,18.7,20.4,32.3,44.4,37.8,30.1,32.7,36.3,47.0,42.3,39.7,114.1,111.6,116.0,237.7,108.4,141.2
Gmnn,0.683,0.001166666666667,0.847,0.502,0.788,0.596,9.7,7.4,8.2,9.6,10.1,10.1,586.2,688.0,599.9,1315.6,1175.6,34.7,33.7,31.2,45.4,32.2,48.8,2411.3,1678.6,1872.2,3769.8,3538.6,2687.7
Pex7,0.684,0.001266666666667,0.718,0.627,0.669,0.720,29.0,35.8,37.8,43.6,51.7,47.5,152.3,175.9,184.9,256.1,289.1,48.7,50.5,55.8,76.4,78.0,77.3,658.4,793.4,746.3,1244.4,723.4,1087.1
Rasa4,0.684,0.000266666666667,0.895,0.486,0.931,0.423,14.3,13.8,11.7,13.6,15.9,15.0,63.5,64.9,55.9,128.0,124.9,32.4,37.1,39.7,37.1,37.6,42.8,116.3,172.1,147.0,394.6,318.4,317.0
Invs,0.684,0.000133333333333,0.735,,0.611,0.705,41.8,48.7,42.8,71.4,53.4,56.7,7.7,6.1,8.7,7.4,6.7,226.3,202.6,204.3,353.2,350.6,331.6,346.5,254.8,295.6,508.4,431.5,331.8
Trps1,0.685,0.000266666666667,0.713,0.704,0.638,,36.0,42.2,38.4,52.4,53.7,57.6,117.3,156.2,120.9,134.5,239.2,168.3,163.1,183.8,284.5,287.2,235.6,1918.6,1506.1,1551.1,1927.7,2039.6,1721.0
Nat11,0.685,<0.00003,0.796,0.589,,0.670,49.0,49.4,45.7,55.0,61.8,64.2,100.6,125.7,78.6,189.7,155.6,,,,,,,407.3,305.3,347.2,482.2,470.9,628.4
Slc39a13,0.685,0.000833333333333,0.820,0.633,0.738,0.550,38.5,50.1,36.5,55.1,48.6,48.6,117.3,133.4,139.3,175.5,235.6,75.7,77.8,84.7,106.4,111.1,105.4,173.5,168.6,227.6,351.8,378.5,305.9
Gnptab,0.685,0.000233333333333,0.673,0.713,0.727,0.629,67.8,73.8,68.3,112.1,94.0,105.7,69.4,75.6,71.3,83.5,118.9,134.5,138.6,155.6,186.6,204.0,199.4,1521.4,1462.1,1558.2,2300.5,2103.2,2818.2
Xrcc1,0.685,0.000933333333333,0.720,0.558,0.738,0.725,43.8,63.5,71.9,76.4,93.7,78.8,690.8,701.6,765.6,1324.6,1255.0,215.0,221.5,230.5,309.9,292.8,301.0,2458.6,2483.6,2679.9,4360.0,3289.3,2859.7
Phip,0.685,<0.00003,0.678,0.709,0.670,,280.3,278.3,279.3,428.3,406.2,402.4,1390.5,1104.7,1530.6,1648.4,2136.0,426.6,380.2,379.0,663.9,573.9,532.7,5203.0,4100.1,4472.6,5477.0,4169.6,5838.0
Rad17,0.686,0.0004,0.590,0.732,0.735,,46.7,46.0,40.2,86.7,71.7,67.0,621.5,589.4,528.8,753.4,831.6,86.7,68.8,77.5,103.6,114.6,99.1,938.9,650.1,695.9,1049.9,489.4,783.4
Homer1,0.686,0.000233333333333,,0.559,0.756,0.743,23.3,21.5,18.3,16.7,19.9,17.0,12.6,5.6,10.8,17.6,17.0,58.6,68.4,88.6,90.5,85.0,109.9,274.3,280.2,294.3,384.3,376.2,382.5
2010317e24Rik,0.686,0.0025,0.896,0.564,0.920,0.364,14.2,11.9,12.4,13.3,14.1,15.5,29.8,51.4,36.1,69.5,69.0,57.1,53.0,44.0,59.4,62.7,45.3,62.2,99.4,81.8,171.6,421.6,74.9
9130017c17Rik,0.686,0.0002,0.750,0.753,0.655,0.588,48.8,48.2,50.4,63.5,74.1,58.9,2546.0,2802.0,2138.0,3362.0,3268.0,489.3,486.3,532.3,781.0,808.5,714.1,248.0,260.1,261.6,505.0,459.4,344.6
Ecd,0.687,<0.00003,0.745,0.784,,0.531,97.9,94.5,76.2,128.5,106.4,125.5,288.2,269.0,325.0,341.2,408.6,,,,,,,629.8,786.7,742.8,1338.0,1684.8,1047.0
2410193c02Rik,0.687,0.003333333333333,,0.488,0.707,0.866,,,,,,,46.5,56.1,41.5,99.5,97.5,50.2,56.9,51.5,81.0,70.2,73.2,1376.7,1059.0,963.3,1660.7,818.6,1444.9
Zfp358,0.687,0.0013,0.642,0.708,,0.712,41.0,31.7,42.6,58.4,60.5,60.6,51.7,74.3,58.6,94.8,79.0,134.4,123.2,108.8,140.9,153.3,154.0,60.2,65.3,183.0,176.0,101.8,155.7
Cab39l,0.688,0.0003,0.750,0.642,0.661,0.699,72.7,81.8,83.2,118.3,107.5,91.1,325.0,456.1,400.2,607.5,620.0,228.5,251.2,255.6,380.7,380.2,352.0,567.2,616.3,715.1,863.4,830.3,1022.5
Pacsin2,0.688,<0.00003,0.666,0.723,,0.674,52.8,48.4,46.0,75.3,74.1,71.6,108.2,97.9,82.1,128.0,137.7,28.1,27.3,27.5,32.5,30.9,31.2,1146.2,933.2,1154.7,1489.8,1511.1,1794.9
Amica1,0.688,0.0008,0.775,0.463,0.893,0.621,11.3,15.5,15.5,21.1,17.0,16.4,152.3,271.2,215.1,436.6,483.6,82.7,71.5,89.1,81.7,93.9,96.8,1053.3,989.4,944.9,2097.9,911.5,1799.0
Vat1,0.688,0.002033333333333,0.829,0.505,0.731,,24.2,16.1,20.9,26.2,22.6,25.0,11.4,24.0,20.0,37.4,35.9,44.8,34.5,34.3,49.9,46.7,58.6,143.4,103.4,108.3,83.9,58.8,78.7
Atp8a1,0.689,0.0007,0.659,0.648,0.704,0.744,196.7,187.4,176.6,317.4,270.1,263.2,244.6,303.9,223.2,362.2,432.0,169.4,151.1,113.8,205.2,210.5,201.8,4029.5,3073.7,3683.0,4734.4,4757.8,5000.1
Trak1,0.689,<0.00003,0.633,0.740,,0.695,77.6,84.1,80.5,143.7,113.7,125.5,186.2,232.8,205.9,255.0,307.8,,,,,,,747.0,911.4,1083.4,1343.7,1275.6,1328.6
Mfap3,0.689,0.002066666666667,0.659,0.603,0.790,0.705,61.7,78.6,55.0,95.1,102.1,99.3,133.4,117.5,134.5,202.8,223.2,278.9,287.0,270.4,348.4,325.4,384.4,1095.9,901.5,1062.6,1871.5,1490.5,980.2
Psap,0.689,0.000633333333333,0.570,0.792,0.651,0.744,920.2,921.0,871.8,1631.2,1479.5,1649.0,708.6,643.4,746.8,726.0,1040.1,2259.4,2415.7,2400.3,3538.3,3427.5,3909.0,5524.8,5980.9,6379.8,8757.4,6823.8,8447.5
0610009o03Rik,0.689,0.002733333333333,0.862,0.495,0.516,0.884,47.0,69.8,58.7,70.8,63.4,69.3,403.0,467.6,474.4,891.8,918.4,421.1,411.2,430.1,736.9,893.0,816.7,320.3,212.8,216.1,286.5,361.3,199.8
Arfgef2,0.689,0.005833333333333,0.599,0.776,0.710,0.674,117.4,111.3,101.5,190.1,190.3,171.1,87.0,90.3,106.9,113.2,131.0,130.3,134.6,147.6,175.5,237.7,168.2,50.5,64.7,59.0,78.3,30.8,149.4
Igf2bp3,0.690,0.000166666666667,,0.663,0.702,0.704,14.2,12.3,14.2,16.3,16.5,16.4,18.1,27.6,18.3,37.0,27.3,111.0,103.9,102.4,153.8,148.2,150.3,85.6,75.3,74.8,117.2,113.1,104.7
Afmid,0.690,0.000566666666667,0.784,0.648,,0.638,30.0,34.2,20.8,33.7,33.9,40.8,70.6,71.8,78.6,110.9,116.6,140.9,163.8,150.6,142.5,168.2,153.0,1583.3,1995.0,2329.7,2561.6,3729.2,2974.4
Akt3,0.690,0.000233333333333,0.664,0.837,0.714,0.545,142.1,158.8,141.3,211.7,223.5,230.8,38.1,50.7,51.8,53.4,58.6,94.1,98.8,91.2,123.6,140.2,134.1,557.2,555.5,741.9,1037.9,1398.9,966.5
Dclre1c,0.690,0.000933333333333,0.680,0.692,0.772,0.618,34.2,34.7,28.1,56.7,39.7,46.3,84.5,36.6,97.5,109.8,100.7,51.0,42.9,41.4,58.6,55.1,61.6,338.7,348.3,281.6,561.1,480.3,526.0
Cldnd1,0.690,0.006133333333333,0.724,0.618,,0.729,168.8,153.2,149.0,242.7,187.5,220.3,95.8,97.9,88.6,144.9,159.7,,,,,,,907.1,743.2,575.0,1375.7,305.5,1369.9
Coasy,0.690,<0.00003,,0.669,0.777,0.625,23.7,20.2,19.8,19.9,24.8,21.4,289.2,317.4,317.2,452.6,467.3,200.2,241.4,231.6,268.0,289.7,308.7,990.6,991.2,983.8,1579.1,1585.1,1580.6
Tep1,0.691,0.001466666666667,0.764,0.647,0.713,0.639,57.8,56.2,60.9,71.9,71.9,85.1,383.4,421.6,414.1,554.4,701.6,44.7,52.6,42.2,58.1,71.0,66.5,466.2,413.0,740.8,795.5,709.7,1028.3
Ndst2,0.691,0.001,0.768,0.679,0.811,0.506,68.2,67.9,60.0,89.5,73.0,93.0,216.3,213.6,212.0,337.8,292.5,304.7,298.4,324.6,333.7,395.8,413.8,429.6,550.8,849.1,1076.3,1534.1,1005.6
2310014d11Rik,0.691,<0.00003,0.703,0.699,0.671,,72.9,66.3,67.9,106.7,74.4,113.4,973.3,1158.8,958.2,1340.6,1606.4,217.9,245.0,246.8,360.4,355.4,342.4,,,,,,
Lig1,0.691,<0.00003,0.694,0.713,0.666,,43.2,39.7,41.8,68.4,50.7,60.5,590.8,757.2,595.8,1039.4,778.3,171.8,139.9,186.7,277.2,216.2,254.6,217.7,247.8,217.6,369.1,290.8,220.0
Oat,0.691,0.000233333333333,0.655,0.620,,0.798,52.1,61.5,58.2,92.3,82.1,87.7,473.4,523.4,412.2,736.6,778.3,22.8,20.6,26.9,17.4,17.7,21.7,9416.0,9636.4,9628.7,12198.3,11968.9,11764.9
Tfrc,0.692,0.000166666666667,0.702,,0.685,0.688,80.4,74.2,68.4,123.3,99.1,95.2,115.6,79.8,114.0,104.8,144.8,396.6,421.1,380.6,606.3,586.4,557.4,1008.3,669.7,707.8,1098.4,990.2,1379.2
Upf3b,0.692,0.001266666666667,0.608,0.571,0.835,0.754,11.8,15.0,12.5,19.5,22.0,23.2,150.6,267.0,204.8,316.0,411.2,39.3,49.4,41.3,56.4,52.3,46.9,1395.0,1359.3,1595.0,2235.4,1697.0,1836.9
Tmem39b,0.692,0.0022,0.818,0.550,0.812,0.588,38.4,41.6,41.8,46.8,50.5,51.7,56.2,43.1,64.2,128.0,70.0,139.1,152.0,132.7,178.7,170.2,173.0,32.5,30.2,32.5,80.0,60.1,21.8
